,Temperature,Humidity,GasLevels,TimeOfDay,FoodType,StorageDuration,Spoiled
1307,22.65761978,84.14609743,96.82552825,Afternoon,Fruit,3,NotSpoiled
1308,27.56418229,75.69844318,107.5731528,Afternoon,Fruit,29,NotSpoiled
1309,23.36840769,77.41551051,132.451277,Afternoon,Vegetable,22,NotSpoiled
1310,28.01353828,70.52278951,51.88976248,Evening,Vegetable,6,NotSpoiled
1311,22.02675115,66.40255424,80.66545698,Morning,Meat,16,NotSpoiled
1312,23.72021165,50.04023131,114.1154156,Afternoon,Meat,23,NotSpoiled
1313,23.2597681,61.13779181,104.3375427,Morning,Fruit,25,NotSpoiled
1314,21.08816517,72.17266685,62.9218662,Afternoon,Meat,23,NotSpoiled
1315,28.12559328,53.54406276,73.7582165,Afternoon,Vegetable,3,NotSpoiled
1316,20.93202001,72.42889823,76.6935913,Morning,Vegetable,19,NotSpoiled
1317,22.39179245,65.9916529,89.25108988,Afternoon,Vegetable,27,NotSpoiled
1318,24.63440177,59.78440147,90.09711147,Evening,Fruit,4,NotSpoiled
1319,18.51310172,65.29975683,112.2121854,Morning,Vegetable,12,NotSpoiled
1320,23.37532521,77.28781521,129.3013985,Morning,Fruit,16,NotSpoiled
1321,21.4434682,78.8550111,105.6669071,Evening,Vegetable,19,NotSpoiled
1322,23.05922904,50.62978593,100.0682005,Evening,Meat,27,NotSpoiled
1323,24.70035999,68.50515988,90.79678994,Evening,Meat,5,NotSpoiled
1324,21.00043188,79.13884658,85.84509206,Morning,Fruit,9,NotSpoiled
1325,23.8996211,67.4210514,96.76021705,Evening,Meat,27,NotSpoiled
1326,31.54334376,71.08815271,92.57853067,Afternoon,Fruit,10,Spoiled
1327,24.87100721,55.04589125,124.3821413,Evening,Meat,25,NotSpoiled
1328,30.72631087,65.19966343,129.6128371,Morning,Meat,22,Spoiled
1329,26.73247221,88.28775429,78.26258447,Afternoon,Meat,2,NotSpoiled
1330,28.87080305,62.11931965,58.70258646,Morning,Vegetable,14,NotSpoiled
1331,21.12770516,55.59367657,81.75144852,Morning,Vegetable,22,NotSpoiled
1332,25.52453583,71.49471759,60.21427149,Afternoon,Vegetable,28,NotSpoiled
1333,25.66956461,77.88629333,117.9029265,Evening,Meat,13,NotSpoiled
1334,21.93687131,81.93810491,116.2193232,Afternoon,Vegetable,14,NotSpoiled
1335,20.88585838,64.82277358,115.9274208,Morning,Fruit,19,NotSpoiled
1336,17.54867306,72.22475577,115.252746,Evening,Fruit,22,NotSpoiled
1337,32.48069818,75.44354878,113.3980569,Morning,Fruit,4,Spoiled
1338,20.13798555,76.49210528,126.1998835,Morning,Vegetable,23,NotSpoiled
1339,31.73110537,64.52797256,103.5585471,Afternoon,Vegetable,17,Spoiled
1340,22.66253413,87.12724931,107.9602066,Evening,Fruit,28,NotSpoiled
1341,20.6875335,63.12702977,95.55274004,Evening,Vegetable,5,NotSpoiled
1342,28.1125957,77.07872159,114.8405858,Afternoon,Fruit,16,NotSpoiled
1343,21.84404029,69.78088764,51.88478648,Afternoon,Vegetable,2,NotSpoiled
1344,27.84229459,64.12781436,114.8507971,Evening,Fruit,20,NotSpoiled
1345,23.33594118,63.57148701,115.4796234,Evening,Fruit,24,NotSpoiled
1346,27.40212248,64.13653089,136.1402034,Morning,Vegetable,23,NotSpoiled
1347,20.15906968,65.53128935,72.30667744,Morning,Fruit,17,NotSpoiled
1348,29.15675529,59.81114401,103.7600292,Afternoon,Vegetable,16,NotSpoiled
1349,27.43986341,76.97409703,96.18097315,Morning,Fruit,16,NotSpoiled
1350,20.40174655,62.96484684,69.65192419,Morning,Vegetable,1,NotSpoiled
1351,38.21467861,63.84979151,124.886742,Evening,Vegetable,11,Spoiled
1352,27.70061513,74.88690591,108.849644,Evening,Vegetable,28,NotSpoiled
1353,36.45233535,68.92038057,114.9696368,Morning,Meat,17,Spoiled
1354,33.00133909,55.78096365,63.28085244,Evening,Fruit,24,Spoiled
1355,24.0558261,60.63990501,78.07692755,Morning,Meat,17,NotSpoiled
1356,22.93864123,68.03442756,89.59768042,Afternoon,Fruit,13,NotSpoiled
1357,22.98270408,64.25012163,90.45255908,Morning,Fruit,29,NotSpoiled
1358,15.84985725,77.50482537,57.57221125,Afternoon,Vegetable,10,NotSpoiled
1359,21.5208244,62.35597971,84.1689293,Morning,Fruit,15,NotSpoiled
1360,26.23383012,60.32872929,96.62457305,Afternoon,Vegetable,1,NotSpoiled
1361,32.6297878,59.89453791,92.20176166,Morning,Meat,22,Spoiled
1362,21.13614059,74.06657247,105.7919579,Morning,Vegetable,24,NotSpoiled
1363,29.410283,74.83471726,92.97756944,Evening,Fruit,11,NotSpoiled
1364,18.73703329,53.27555412,73.02437359,Evening,Vegetable,15,NotSpoiled
1365,22.06839987,76.22075197,98.13952107,Morning,Vegetable,1,NotSpoiled
1366,22.71179703,78.6097327,107.3931441,Afternoon,Fruit,2,NotSpoiled
1367,26.85905541,53.09002238,92.14428698,Evening,Meat,28,NotSpoiled
1368,27.28654823,63.09568571,103.0251117,Evening,Meat,3,NotSpoiled
1369,29.81170872,84.28892424,158.8996863,Evening,Vegetable,23,NotSpoiled
1370,28.8541848,80.06101706,132.5763585,Afternoon,Meat,19,NotSpoiled
1371,26.21584108,70.24792659,93.07162858,Evening,Fruit,1,NotSpoiled
1372,26.95182472,75.01249396,79.62467771,Evening,Vegetable,13,NotSpoiled
1373,32.94265346,91.12019624,102.6932405,Afternoon,Vegetable,12,Spoiled
1374,22.44536909,75.02796973,97.18588899,Morning,Fruit,8,NotSpoiled
1375,28.8736416,57.79191139,94.78046048,Afternoon,Vegetable,14,NotSpoiled
1376,15.95928037,83.64939,116.3409753,Morning,Vegetable,29,NotSpoiled
1377,27.05667121,61.29061109,101.475077,Morning,Meat,20,NotSpoiled
1378,22.58375229,79.93902236,111.9642601,Afternoon,Vegetable,1,NotSpoiled
1379,25.01285591,76.56270661,102.993206,Morning,Vegetable,2,NotSpoiled
1380,30.20043123,78.89513553,154.4017042,Evening,Meat,26,Spoiled
1381,25.82321905,85.40932975,67.72432204,Evening,Meat,23,NotSpoiled
1382,29.42593771,55.34085671,130.4601097,Evening,Vegetable,27,NotSpoiled
1383,32.36882408,69.30411445,52.2996754,Afternoon,Meat,6,Spoiled
1384,26.94546984,89.46049503,118.3342182,Morning,Vegetable,18,NotSpoiled
1385,30.85520532,79.76381745,78.30602704,Morning,Meat,3,Spoiled
1386,23.36719511,71.77158337,103.6708569,Afternoon,Meat,25,NotSpoiled
1387,24.95895059,59.7682687,136.9759898,Evening,Vegetable,7,NotSpoiled
1388,22.38690292,71.06720493,107.9789424,Afternoon,Meat,5,NotSpoiled
1389,30.21488797,60.88118701,117.8392663,Evening,Fruit,16,Spoiled
1390,27.07045677,55.31633044,124.6300136,Evening,Meat,29,NotSpoiled
1391,22.46382769,75.76478703,99.53171735,Afternoon,Fruit,19,NotSpoiled
1392,25.77334417,70.65305605,85.03595296,Afternoon,Meat,19,NotSpoiled
1393,30.20784194,62.26487197,102.9759054,Afternoon,Vegetable,13,Spoiled
1394,24.80366004,73.94948189,108.7629631,Morning,Vegetable,14,NotSpoiled
1395,20.25533595,64.96110112,107.673084,Morning,Meat,23,NotSpoiled
1396,25.65955878,87.79559084,130.9827113,Evening,Meat,28,NotSpoiled
1397,15.09717204,69.69427556,85.46832974,Afternoon,Meat,27,NotSpoiled
1398,28.84385322,85.77088212,119.5039173,Morning,Meat,1,NotSpoiled
1399,22.89336206,61.87197899,74.30424989,Afternoon,Vegetable,21,NotSpoiled
1400,22.65344632,76.13349165,142.083708,Morning,Meat,3,NotSpoiled
1401,29.37847839,88.43699976,104.5451413,Morning,Fruit,3,NotSpoiled
1402,18.17418561,72.71090982,77.41667401,Morning,Meat,23,NotSpoiled
1403,34.73549321,81.36447627,94.37336066,Afternoon,Vegetable,21,Spoiled
1404,22.59878979,52.61668132,85.21166599,Evening,Fruit,25,NotSpoiled
1405,22.38374528,77.07134744,48.31357788,Evening,Fruit,20,NotSpoiled
1406,30.10612372,70.30386131,76.46704733,Afternoon,Meat,29,Spoiled
1407,28.54347637,77.65001977,119.4240288,Morning,Meat,1,NotSpoiled
1408,37.2561486,78.67665218,75.19955498,Morning,Meat,28,Spoiled
1409,23.94397008,47.43749882,113.5714235,Afternoon,Vegetable,16,NotSpoiled
1410,24.39796681,65.5639726,115.6120334,Afternoon,Meat,5,NotSpoiled
1411,17.6034201,63.29976719,118.6202032,Afternoon,Fruit,5,NotSpoiled
1412,23.33948861,71.5216419,104.6160569,Afternoon,Meat,11,NotSpoiled
1413,21.39284352,50.59466603,80.95626382,Evening,Fruit,10,NotSpoiled
1414,22.75616493,59.09491333,78.86124178,Morning,Meat,13,NotSpoiled
1415,16.27906122,80.01920704,100.2020897,Afternoon,Fruit,3,NotSpoiled
1416,33.3030378,71.76892446,125.816222,Evening,Fruit,22,Spoiled
1417,17.91698259,59.11985459,116.8687034,Afternoon,Meat,12,NotSpoiled
1418,10.98898601,67.46782633,79.37174258,Morning,Meat,29,NotSpoiled
1419,19.05787789,80.98273058,72.36560109,Afternoon,Meat,13,NotSpoiled
1420,21.98080224,51.60433214,98.85856414,Morning,Fruit,28,NotSpoiled
1421,19.25222968,67.88571386,108.196055,Evening,Fruit,28,NotSpoiled
1422,30.4915177,67.70336757,114.4570476,Evening,Fruit,11,Spoiled
1423,24.31080411,71.86979414,96.76116753,Afternoon,Meat,9,NotSpoiled
1424,25.12692802,75.03779466,97.74409025,Evening,Vegetable,3,NotSpoiled
1425,28.05195882,89.10342502,72.78924596,Evening,Meat,19,NotSpoiled
1426,26.43006263,75.53781194,133.9196913,Morning,Fruit,10,NotSpoiled
1427,29.89283649,64.12518533,97.96169542,Morning,Vegetable,12,NotSpoiled
1428,19.45261223,82.57949943,121.7149137,Afternoon,Meat,18,NotSpoiled
1429,22.2624095,61.41331602,96.13875318,Morning,Fruit,22,NotSpoiled
1430,28.32983573,74.36187095,110.2607171,Evening,Fruit,7,NotSpoiled
1431,12.32722769,85.71463051,104.0533358,Afternoon,Meat,17,NotSpoiled
1432,18.1240776,80.77314881,115.6372031,Afternoon,Meat,25,NotSpoiled
1433,27.50496116,78.11089677,88.08805013,Morning,Fruit,19,NotSpoiled
1434,22.59875483,47.68462361,103.8781451,Afternoon,Fruit,13,NotSpoiled
1435,29.68053775,68.98997483,95.07763845,Afternoon,Meat,6,NotSpoiled
1436,29.04590148,64.12624933,94.09417781,Afternoon,Fruit,12,NotSpoiled
1437,19.0095356,83.24868271,122.049843,Afternoon,Fruit,25,NotSpoiled
1438,27.03328544,78.40648478,108.8382148,Evening,Fruit,23,NotSpoiled
1439,31.00848928,72.61106182,76.42966592,Morning,Vegetable,13,Spoiled
1440,25.73717201,77.94441648,97.31925833,Evening,Meat,13,NotSpoiled
1441,20.11267561,63.50383513,92.48296493,Morning,Vegetable,10,NotSpoiled
1442,29.39694971,76.3428451,102.3311098,Evening,Meat,8,NotSpoiled
1443,28.17712263,70.95002662,77.2603322,Morning,Fruit,6,NotSpoiled
1444,27.71305392,53.16793193,119.4459013,Afternoon,Vegetable,16,NotSpoiled
1445,28.57969447,73.44046138,103.3990175,Morning,Vegetable,17,NotSpoiled
1446,10.0269357,77.07158031,77.00475708,Evening,Vegetable,22,NotSpoiled
1447,29.40468781,81.93414585,88.84470525,Evening,Fruit,20,NotSpoiled
1448,34.04065905,75.27388528,148.6511159,Evening,Meat,29,Spoiled
1449,27.18319237,80.06703924,140.6012698,Afternoon,Meat,1,NotSpoiled
1450,25.96364498,52.67672668,106.3443609,Evening,Fruit,15,NotSpoiled
1451,28.48219337,66.26587837,120.8410993,Morning,Fruit,13,NotSpoiled
1452,26.69112737,68.57489603,127.9400542,Afternoon,Vegetable,28,NotSpoiled
1453,28.25890631,66.70257635,72.27936528,Afternoon,Fruit,4,NotSpoiled
1454,25.007355,69.10957881,113.5129866,Evening,Vegetable,18,NotSpoiled
1455,21.16647573,64.22603751,95.82395499,Afternoon,Meat,9,NotSpoiled
1456,19.97838644,77.36165479,100.8322466,Morning,Fruit,13,NotSpoiled
1457,20.00904136,60.08794452,92.70414846,Evening,Fruit,13,NotSpoiled
1458,18.13478725,71.25174612,72.346755,Evening,Fruit,17,NotSpoiled
1459,19.66128994,70.73152713,100.6542841,Afternoon,Fruit,23,NotSpoiled
1460,33.80633064,71.43937234,65.39910195,Morning,Fruit,2,Spoiled
1461,28.77047832,60.52275682,87.75926927,Evening,Meat,13,NotSpoiled
1462,21.87486305,83.99229925,123.3173417,Afternoon,Fruit,7,NotSpoiled
1463,23.04803653,67.73876274,115.6975644,Afternoon,Vegetable,12,NotSpoiled
1464,25.56278765,55.61145835,89.33231305,Afternoon,Vegetable,22,NotSpoiled
1465,21.72227485,78.01301018,127.4038523,Afternoon,Vegetable,13,NotSpoiled
1466,25.33758429,69.96668554,87.87201601,Evening,Meat,22,NotSpoiled
1467,28.88802069,69.03058442,81.82652626,Afternoon,Meat,14,NotSpoiled
1468,24.82128633,69.0412855,145.6977066,Morning,Vegetable,13,NotSpoiled
1469,26.68007871,73.95436964,113.7661165,Evening,Meat,28,NotSpoiled
1470,29.4324577,69.46756958,113.2479347,Evening,Meat,12,NotSpoiled
1471,23.63934122,62.26500418,117.7779289,Afternoon,Fruit,14,NotSpoiled
1472,26.423953,55.80814492,110.8874771,Evening,Meat,15,NotSpoiled
1473,23.45311204,73.03451933,85.46958556,Evening,Fruit,17,NotSpoiled
1474,24.85735565,54.81793295,86.26106411,Morning,Fruit,18,NotSpoiled
1475,23.37634867,81.19707725,106.7181873,Morning,Vegetable,2,NotSpoiled
1476,22.35565073,60.46139038,109.7699069,Afternoon,Fruit,28,NotSpoiled
1477,25.86855926,61.50385978,118.4304129,Evening,Fruit,3,NotSpoiled
1478,27.83272658,60.18100307,97.80733,Afternoon,Fruit,29,NotSpoiled
1479,25.73152223,56.36922332,136.9593417,Evening,Vegetable,23,NotSpoiled
1480,27.49363479,62.2740144,73.49692964,Afternoon,Fruit,10,NotSpoiled
1481,21.3103411,67.16374548,138.6027195,Morning,Meat,6,NotSpoiled
1482,18.98132404,46.72395957,128.0658023,Morning,Vegetable,19,NotSpoiled
1483,27.08521751,45.54772509,106.5381907,Afternoon,Vegetable,29,NotSpoiled
1484,28.43940696,62.84135073,106.1382421,Evening,Vegetable,15,NotSpoiled
1485,25.24928633,78.83396842,95.09726488,Afternoon,Vegetable,17,NotSpoiled
1486,31.7401789,56.99560143,83.66037452,Afternoon,Fruit,17,Spoiled
1487,29.53849399,69.23660916,91.0061338,Afternoon,Meat,5,NotSpoiled
1488,38.4028542,84.30556816,108.1300837,Morning,Meat,10,Spoiled
1489,23.99595743,56.76591417,144.8138618,Afternoon,Meat,26,NotSpoiled
1490,20.00575602,65.61643834,117.7088321,Evening,Vegetable,2,NotSpoiled
1491,21.29931605,62.56847519,71.19702225,Morning,Fruit,25,NotSpoiled
1492,22.17251097,78.91967582,80.04539032,Afternoon,Meat,24,NotSpoiled
1493,27.38015692,74.63872765,118.8086298,Afternoon,Vegetable,2,NotSpoiled
1494,14.20965718,76.17660847,100.5536026,Morning,Vegetable,13,NotSpoiled
1495,31.59275509,94.96417063,79.40551213,Afternoon,Meat,13,Spoiled
1496,23.80351704,86.29475223,80.81610706,Morning,Meat,9,NotSpoiled
1497,23.76603221,69.00955298,76.17905934,Morning,Fruit,21,NotSpoiled
1498,19.60328417,67.98008045,135.1103073,Afternoon,Meat,28,NotSpoiled
1499,24.42887224,55.51174111,99.08411517,Evening,Vegetable,28,NotSpoiled
1500,25.06619884,52.85835313,99.6924597,Afternoon,Meat,12,NotSpoiled
1501,24.39027536,69.50358429,93.15191213,Evening,Vegetable,17,NotSpoiled
1502,26.69529628,57.00604537,87.95075651,Evening,Fruit,13,NotSpoiled
1503,22.05183979,76.25355429,69.84779164,Morning,Vegetable,2,NotSpoiled
1504,20.5209212,62.08280712,106.3365193,Evening,Meat,18,NotSpoiled
1505,27.74164065,64.17056605,125.97941,Morning,Vegetable,10,NotSpoiled
1506,25.49333727,54.47319459,93.1242941,Afternoon,Vegetable,27,NotSpoiled
1507,25.98590528,91.10153524,107.2012154,Evening,Fruit,14,NotSpoiled
1508,30.29513627,77.58829549,122.9485264,Morning,Vegetable,7,Spoiled
1509,19.88717804,62.90069759,116.5531914,Evening,Meat,15,NotSpoiled
1510,20.72379771,71.51147032,84.10274765,Afternoon,Vegetable,24,NotSpoiled
1511,31.28609825,83.23091308,93.57028164,Morning,Vegetable,10,Spoiled
1512,17.58558321,60.72174926,102.9989355,Morning,Fruit,3,NotSpoiled
1513,18.45293927,89.06598683,133.8301191,Afternoon,Meat,18,NotSpoiled
1514,29.08930916,59.67825106,124.8857659,Afternoon,Fruit,21,NotSpoiled
1515,26.19100096,68.22638517,97.76553913,Morning,Meat,5,NotSpoiled
1516,25.52616069,53.49621604,62.2679991,Afternoon,Fruit,19,NotSpoiled
1517,24.54170296,44.61488874,98.69446843,Morning,Fruit,5,NotSpoiled
1518,25.15633774,80.10090781,83.0317647,Afternoon,Vegetable,7,NotSpoiled
1519,24.53943943,70.85702092,118.3158658,Afternoon,Vegetable,15,NotSpoiled
1520,31.77721351,52.6613902,82.37968199,Afternoon,Vegetable,20,Spoiled
1521,23.00925936,53.59398795,86.46621464,Evening,Vegetable,29,NotSpoiled
1522,24.19313232,81.453614,101.4350801,Afternoon,Vegetable,19,NotSpoiled
1523,33.97224403,68.49404891,98.11267565,Evening,Vegetable,21,Spoiled
1524,25.13754851,84.31443247,82.37969734,Evening,Vegetable,21,NotSpoiled
1525,36.16008195,76.36586768,130.2784975,Evening,Vegetable,3,Spoiled
1526,24.47510149,69.33437152,78.69441955,Afternoon,Vegetable,1,NotSpoiled
1527,31.83707491,70.32329981,38.61586345,Evening,Vegetable,27,Spoiled
1528,16.72327981,64.44926353,65.53291042,Morning,Meat,29,NotSpoiled
1529,25.7682223,70.97786109,104.2907831,Morning,Vegetable,9,NotSpoiled
1530,17.07763218,69.39015018,98.47662871,Afternoon,Meat,3,NotSpoiled
1531,29.22227153,78.37516673,66.95013348,Evening,Meat,26,NotSpoiled
1532,18.93566092,68.36581559,62.8178358,Morning,Fruit,12,NotSpoiled
1533,26.41884777,78.23555492,100.1288932,Morning,Meat,27,NotSpoiled
1534,23.58902062,79.20632291,128.8703982,Afternoon,Meat,13,NotSpoiled
1535,19.20898407,71.80762607,108.7757867,Evening,Fruit,1,NotSpoiled
1536,16.90320009,56.87031666,83.40972441,Morning,Meat,17,NotSpoiled
1537,22.44479768,68.39523294,108.9125455,Afternoon,Fruit,22,NotSpoiled
1538,33.70314723,50.93925354,83.40470949,Afternoon,Meat,22,Spoiled
1539,23.53257473,57.93378379,54.3076713,Morning,Vegetable,9,NotSpoiled
1540,29.58610771,77.30418333,106.1342846,Evening,Meat,25,NotSpoiled
1541,24.71478566,74.94892789,104.7699515,Afternoon,Meat,9,NotSpoiled
1542,29.38363387,69.96791122,118.626882,Morning,Fruit,12,NotSpoiled
1543,15.86544311,66.97566843,114.7658856,Afternoon,Meat,25,NotSpoiled
1544,22.98405847,62.60599054,99.45232906,Afternoon,Fruit,27,NotSpoiled
1545,29.74702762,64.87187917,115.2970034,Morning,Fruit,16,NotSpoiled
1546,24.18372526,79.65251517,83.36545813,Afternoon,Fruit,20,NotSpoiled
1547,24.56772359,74.76679257,71.78285622,Morning,Meat,18,NotSpoiled
1548,22.84769044,56.28783506,64.03442402,Afternoon,Vegetable,5,NotSpoiled
1549,30.74689692,71.98852843,86.03682357,Afternoon,Fruit,16,Spoiled
1550,26.48757177,71.3996283,112.138039,Morning,Fruit,25,NotSpoiled
1551,25.22011138,86.48673473,117.0037403,Afternoon,Meat,4,NotSpoiled
1552,28.21527273,52.42448251,82.98197039,Morning,Fruit,13,NotSpoiled
1553,27.94112465,62.16870461,108.7673397,Evening,Vegetable,17,NotSpoiled
1554,26.06293523,79.73625836,112.4969281,Evening,Meat,21,NotSpoiled
1555,32.73515748,58.89067776,117.4789012,Morning,Fruit,15,Spoiled
1556,24.69856233,93.85621632,107.6137368,Evening,Vegetable,7,NotSpoiled
1557,26.39040524,58.21055778,80.7309802,Morning,Meat,3,NotSpoiled
1558,21.78523723,70.29122145,97.89337304,Evening,Vegetable,23,NotSpoiled
1559,25.75057614,75.59547558,78.99031158,Evening,Meat,5,NotSpoiled
1560,32.93880762,78.81037143,75.65362382,Afternoon,Fruit,22,Spoiled
1561,21.78371199,77.15208485,129.4202157,Morning,Fruit,19,NotSpoiled
1562,19.33203587,65.37922464,113.3411671,Evening,Vegetable,19,NotSpoiled
1563,29.98379821,79.13207006,100.5147718,Afternoon,Meat,2,NotSpoiled
1564,24.25616924,62.45347512,81.57720028,Afternoon,Meat,15,NotSpoiled
1565,25.48002102,64.65022857,89.25150771,Morning,Vegetable,1,NotSpoiled
1566,24.77443348,74.56642461,99.25908927,Morning,Meat,16,NotSpoiled
1567,25.39560862,85.09576958,118.03201,Morning,Vegetable,22,NotSpoiled
1568,29.25265342,67.71828763,112.4859131,Evening,Vegetable,21,NotSpoiled
1569,20.80437905,61.09658468,99.89970252,Afternoon,Vegetable,25,NotSpoiled
1570,19.94112958,82.09771907,116.7669847,Afternoon,Meat,16,NotSpoiled
1571,25.42484069,57.35199968,86.86860559,Morning,Meat,27,NotSpoiled
1572,16.96780155,88.38181489,136.5721667,Afternoon,Vegetable,17,NotSpoiled
1573,18.13473232,60.15917312,111.5780383,Morning,Meat,19,NotSpoiled
1574,34.33341574,76.40948447,53.64433845,Evening,Meat,1,Spoiled
1575,28.78734165,79.26691226,88.28292695,Evening,Vegetable,20,NotSpoiled
1576,24.94971764,77.85034054,93.19245173,Afternoon,Fruit,11,NotSpoiled
1577,31.19003468,72.27002638,134.4238806,Afternoon,Vegetable,25,Spoiled
1578,19.79700385,70.49529552,99.19270948,Morning,Vegetable,23,NotSpoiled
1579,23.42198438,53.46819499,99.9885593,Morning,Vegetable,26,NotSpoiled
1580,28.11726805,62.19180362,119.674502,Morning,Vegetable,10,NotSpoiled
1581,29.45335841,77.24644687,123.40921,Afternoon,Fruit,12,NotSpoiled
1582,27.56458423,76.63369167,58.89887245,Evening,Vegetable,8,NotSpoiled
1583,12.29380596,59.62118694,111.9814998,Evening,Fruit,2,NotSpoiled
1584,20.15958941,73.4697902,73.88379032,Evening,Fruit,20,NotSpoiled
1585,27.38534046,72.52030989,97.93333982,Afternoon,Fruit,17,NotSpoiled
1586,23.22024253,87.50918842,93.36619636,Afternoon,Fruit,15,NotSpoiled
1587,37.7011581,65.8159884,118.0809063,Evening,Fruit,24,Spoiled
1588,29.6327915,64.80142732,159.1279753,Afternoon,Meat,13,NotSpoiled
1589,27.7904094,60.76557032,68.30481921,Morning,Fruit,22,NotSpoiled
1590,19.41525223,60.00721529,109.941927,Afternoon,Fruit,19,NotSpoiled
1591,24.8235163,73.74948362,125.3132728,Afternoon,Meat,10,NotSpoiled
1592,26.20601982,62.95658861,96.35953115,Morning,Vegetable,22,NotSpoiled
1593,30.63891815,80.74703858,87.24192147,Afternoon,Meat,19,Spoiled
1594,29.40565549,63.72700939,135.2840355,Afternoon,Meat,5,NotSpoiled
1595,30.16494597,85.33995675,92.92956897,Morning,Meat,21,Spoiled
1596,20.38043992,74.17725458,92.19070644,Evening,Meat,4,NotSpoiled
1597,32.06075849,72.58383626,101.638473,Evening,Meat,5,Spoiled
1598,18.09784624,58.49571437,90.07909634,Afternoon,Vegetable,22,NotSpoiled
1599,22.32042719,73.29114186,112.8020095,Evening,Meat,24,NotSpoiled
1600,27.15385567,70.45521977,76.93439211,Morning,Meat,8,NotSpoiled
1601,24.25054204,76.32082603,85.58769506,Morning,Meat,18,NotSpoiled
1602,19.96981571,64.89152702,91.95028004,Evening,Vegetable,20,NotSpoiled
1603,20.89225087,55.46370124,114.85318,Evening,Meat,23,NotSpoiled
1604,17.25872839,72.75221599,113.3887991,Afternoon,Meat,19,NotSpoiled
1605,27.6598732,71.39787247,128.6956867,Afternoon,Meat,4,NotSpoiled
1606,31.30284423,72.43892361,93.86874527,Afternoon,Fruit,5,Spoiled
1607,24.49803248,80.05650162,107.3582127,Evening,Fruit,3,NotSpoiled
1608,22.99825592,60.60359367,125.3630858,Evening,Fruit,26,NotSpoiled
1609,17.63838536,46.18249862,101.3090542,Evening,Vegetable,5,NotSpoiled
1610,29.56600962,74.75027002,116.6913758,Evening,Vegetable,11,NotSpoiled
1611,36.05652167,74.0591252,77.6869719,Evening,Fruit,22,Spoiled
1612,16.01272098,65.22943694,116.9531534,Afternoon,Vegetable,2,NotSpoiled
1613,19.68283531,71.70598202,104.7714253,Morning,Meat,24,NotSpoiled
1614,21.60203479,59.5221919,90.72824751,Evening,Fruit,8,NotSpoiled
1615,22.17841045,48.93802788,77.08491182,Evening,Meat,16,NotSpoiled
1616,26.13672975,53.07088552,99.62498318,Morning,Meat,28,NotSpoiled
1617,33.07124774,70.4236114,110.7743212,Afternoon,Meat,6,Spoiled
1618,30.04298643,83.82710415,105.0973598,Evening,Fruit,24,Spoiled
1619,27.63798691,66.10481612,98.16845688,Evening,Fruit,20,NotSpoiled
1620,21.38035648,78.1393791,121.3695784,Afternoon,Fruit,26,NotSpoiled
1621,19.40185883,64.05668029,121.7042694,Morning,Meat,14,NotSpoiled
1622,21.01612347,69.44560977,83.21183188,Afternoon,Fruit,24,NotSpoiled
1623,32.74033401,77.96560724,96.38060546,Evening,Fruit,26,Spoiled
1624,24.69128349,71.33179885,92.15138637,Afternoon,Meat,21,NotSpoiled
1625,22.76581873,64.58321651,102.9018758,Evening,Meat,27,NotSpoiled
1626,24.08122135,61.34697636,98.82583086,Afternoon,Vegetable,16,NotSpoiled
1627,29.1230911,69.07471875,113.7294015,Evening,Meat,18,NotSpoiled
1628,18.43575163,81.82102093,79.16464191,Morning,Vegetable,7,NotSpoiled
1629,32.07437068,54.29345406,105.9268155,Evening,Fruit,19,Spoiled
1630,25.78238128,78.59330762,159.0159137,Morning,Vegetable,10,NotSpoiled
1631,23.91828011,72.83646993,61.49863722,Morning,Meat,7,NotSpoiled
1632,27.21423057,60.30887733,97.1328583,Morning,Vegetable,17,NotSpoiled
1633,26.09198537,69.81626271,76.27252857,Morning,Vegetable,26,NotSpoiled
1634,23.27901772,67.95964553,103.7333115,Morning,Meat,11,NotSpoiled
1635,23.73644664,60.52259635,119.1892689,Evening,Vegetable,14,NotSpoiled
1636,20.65568727,64.6056489,106.3489643,Afternoon,Fruit,15,NotSpoiled
1637,28.28195375,57.43712699,129.0668634,Evening,Vegetable,16,NotSpoiled
1638,22.34003095,49.28476413,111.3412762,Evening,Fruit,12,NotSpoiled
1639,20.21870789,71.51236438,126.1909784,Afternoon,Fruit,12,NotSpoiled
1640,25.82931761,80.4448945,102.6659945,Afternoon,Meat,19,NotSpoiled
1641,31.64570641,86.33349061,80.67419864,Afternoon,Meat,18,Spoiled
1642,24.75827688,58.88621452,107.1953031,Evening,Vegetable,5,NotSpoiled
1643,21.95949372,91.47365165,103.2055643,Morning,Vegetable,26,NotSpoiled
1644,27.0194801,85.26306733,104.1434714,Afternoon,Meat,6,NotSpoiled
1645,34.68356231,84.23475034,116.9927416,Morning,Meat,21,Spoiled
1646,17.74047235,62.14333607,85.5805872,Evening,Vegetable,25,NotSpoiled
1647,26.91101394,64.37748375,102.3787197,Morning,Fruit,6,NotSpoiled
1648,26.02543313,50.61642582,84.91014672,Afternoon,Vegetable,22,NotSpoiled
1649,30.80766902,71.91159237,117.4864338,Afternoon,Meat,5,Spoiled
1650,29.95454587,66.06397076,86.63663215,Evening,Meat,4,NotSpoiled
1651,24.06645444,71.61790688,106.7667909,Morning,Meat,3,NotSpoiled
